State Name,District,Households_Rural,Population,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
GUJARAT,Dohad,323697.0,2127086.0,36.3,1.6,1.1232,2.1,0.42119999999999996,52807.0,52807.0,1056.14,6917.717
GUJARAT,Dohad,323697.0,2127086.0,22.3,1.0,0.95,18.4,0.57,52807.0,52807.0,580.8770000000001,37915.426
GUJARAT,Vadodara,547454.0,4165626.0,43.3,1.9,1.8107,3.5,1.1436,692971.0,692971.0,13859.42,197496.735
GUJARAT,Vadodara,547454.0,4165626.0,30.8,1.3,1.2610000000000001,43.0,0.7760000000000001,692971.0,692971.0,9701.594,427563.107
GUJARAT,Vadodara,547454.0,4165626.0,19.5,0.8,0.7880000000000001,78.8,0.4925,692971.0,692971.0,5543.768,636840.349
GUJARAT,Narmada,138121.0,590297.0,41.9,1.3,1.2428,0.5,1.5296,22248.0,22248.0,289.224,3559.68
GUJARAT,Narmada,138121.0,590297.0,40.9,1.3,1.2428,2.0,1.6251999999999998,22248.0,22248.0,311.472,4961.304
GUJARAT,Narmada,138121.0,590297.0,32.6,1.9,1.8126,14.2,2.2896,22248.0,22248.0,422.712,16619.256
GUJARAT,Bharuch,300677.0,1551019.0,37.4,1.5,1.4685000000000001,4.4,1.5664000000000002,181319.0,181319.0,2719.785,83044.102
GUJARAT,Bharuch,300677.0,1551019.0,31.2,1.2,1.176,17.8,1.274,181319.0,181319.0,2175.828,110967.228
GUJARAT,Bharuch,300677.0,1551019.0,19.8,0.6,0.5904,42.4,0.5904,181319.0,181319.0,1087.914,162099.18600000002
GUJARAT,The Dangs,52102.0,228291.0,31.7,1.0,0.892,0.5,1.9624000000000001,7516.0,7516.0,82.676,1901.5480000000002
GUJARAT,The Dangs,52102.0,228291.0,31.1,1.0,0.899,0.9,2.0677000000000003,7516.0,7516.0,75.16,2134.544
GUJARAT,The Dangs,52102.0,228291.0,25.5,0.7,0.6769,5.1,2.8043,7516.0,7516.0,52.611999999999995,4344.248
GUJARAT,Navsari,267739.0,1329672.0,30.8,1.3,1.1804000000000001,2.1,0.9079999999999999,141417.0,141417.0,1979.838,62930.565
GUJARAT,Navsari,267739.0,1329672.0,27.4,1.2,1.1171999999999997,20.4,0.7448,141417.0,141417.0,1697.004,80890.524
GUJARAT,Navsari,267739.0,1329672.0,19.6,0.9,0.8828999999999999,61.6,0.3924,141417.0,141417.0,1272.753,121194.369
GUJARAT,Valsad,262410.0,1705678.0,37.5,1.3,1.2363,1.1,1.0461,235981.0,235981.0,3067.7529999999997,65130.75600000001
GUJARAT,Valsad,262410.0,1705678.0,32.0,1.1,1.0593000000000001,11.3,0.8667,235981.0,235981.0,2595.791,111383.032
GUJARAT,Valsad,262410.0,1705678.0,23.9,0.8,0.784,26.2,0.6859999999999999,235981.0,235981.0,2123.8289999999997,179345.56
GUJARAT,Surat,369840.0,6081322.0,28.4,1.2,1.1112,11.0,1.1112,1529998.0,1529998.0,18359.976,763469.002
GUJARAT,Surat,369840.0,6081322.0,21.2,0.6,0.5832,68.8,0.38880000000000003,1529998.0,1529998.0,9179.988,1298968.3020000001
GUJARAT,Surat,369840.0,6081322.0,19.4,0.5,0.49200000000000005,83.4,0.19680000000000003,1529998.0,1529998.0,7649.99,1435138.124
GUJARAT,Tapi,192272.0,807022.0,28.8,0.9,0.7253999999999999,1.2,0.8865999999999999,26217.0,26217.0,262.17,6029.91
GUJARAT,Tapi,192272.0,807022.0,28.8,0.9,0.738,3.8,0.902,26217.0,26217.0,262.17,7366.977000000001
GUJARAT,Tapi,192272.0,807022.0,28.7,0.8,0.7672000000000001,29.0,1.3426,26217.0,26217.0,209.73600000000002,20318.175
DAMAN & DIU,Diu,9788.0,52074.0,12.7,0.3,0.297,0.3,0.495,9062.0,9062.0,27.186,3923.8459999999995
DAMAN & DIU,Diu,9788.0,52074.0,11.6,0.2,0.19700000000000004,1.2,0.4925,9062.0,9062.0,18.124000000000002,5328.456
DAMAN & DIU,Diu,9788.0,52074.0,10.5,0.2,0.1962,2.1,0.5885999999999999,9062.0,9062.0,18.124000000000002,6769.314
DAMAN & DIU,Daman,10006.0,191173.0,25.8,0.9,0.8874,2.7,0.6901999999999999,61073.0,61073.0,549.657,34994.829
DAMAN & DIU,Daman,10006.0,191173.0,34.9,0.6,0.5922,6.2,0.2961,61073.0,61073.0,366.43799999999993,50324.152
DAMAN & DIU,Daman,10006.0,191173.0,36.4,0.5,0.4935,6.8,0.2961,61073.0,61073.0,366.43799999999993,53011.363999999994
MAHARASHTRA,Nandurbar,333440.0,1648295.0,44.3,3.6,3.3588,1.0,1.9593,71572.0,71572.0,2791.308,15960.556
MAHARASHTRA,Nandurbar,333440.0,1648295.0,41.8,3.6,3.3804000000000003,2.0,1.8780000000000001,71572.0,71572.0,2719.736,20541.164
MAHARASHTRA,Nandurbar,333440.0,1648295.0,28.1,3.2,3.1040000000000005,7.2,1.3579999999999999,71572.0,71572.0,2361.8759999999997,45448.22
MAHARASHTRA,Dhule,382777.0,2050862.0,36.8,3.4,3.3456,1.4,1.3776,146013.0,146013.0,4964.442,27304.431
MAHARASHTRA,Dhule,382777.0,2050862.0,32.8,2.9,2.8448999999999995,3.2,1.1771999999999998,146013.0,146013.0,4380.39,45556.056
MAHARASHTRA,Dhule,382777.0,2050862.0,22.0,1.6,1.5536,8.1,0.6796999999999999,146013.0,146013.0,2336.208,95346.489
MAHARASHTRA,Jalgaon,796223.0,4229917.0,38.4,5.4,5.3406,1.6,1.1868,373565.0,373565.0,20546.075,84425.69
MAHARASHTRA,Jalgaon,796223.0,4229917.0,34.8,4.3,4.2398,2.5,0.986,373565.0,373565.0,16063.295,132615.575
MAHARASHTRA,Jalgaon,796223.0,4229917.0,26.5,1.7,1.6643000000000001,4.5,0.6853,373565.0,373565.0,6350.605,242443.68500000003
MAHARASHTRA,Buldana,575405.0,2586258.0,46.2,6.7,6.6062,1.0,2.7607999999999997,152787.0,152787.0,10236.729,44461.017
MAHARASHTRA,Buldana,575405.0,2586258.0,43.8,6.1,6.0024,1.2,2.46,152787.0,152787.0,9320.007,53933.810999999994
MAHARASHTRA,Buldana,575405.0,2586258.0,33.6,3.4,3.3116000000000003,2.2,1.3636,152787.0,152787.0,5347.545,93047.283
MAHARASHTRA,Akola,308158.0,1813906.0,46.7,7.1,6.9722,1.7,2.455,196077.0,196077.0,13921.466999999999,60587.793
MAHARASHTRA,Akola,308158.0,1813906.0,41.8,5.8,5.6956,2.8,2.3568000000000002,196077.0,196077.0,11568.543,90391.49700000002
MAHARASHTRA,Akola,308158.0,1813906.0,33.2,3.7,3.6370999999999998,4.7,2.3592,196077.0,196077.0,7254.849,141763.671
MAHARASHTRA,Washim,274925.0,1197160.0,45.6,6.6,6.494400000000001,1.2,2.1648,55921.0,55921.0,3746.7070000000003,15378.275
MAHARASHTRA,Washim,274925.0,1197160.0,43.9,5.9,5.7938,1.6,2.455,55921.0,55921.0,3355.26,18901.298
MAHARASHTRA,Washim,274925.0,1197160.0,34.9,2.6,2.5324000000000004,3.7,3.7012,55921.0,55921.0,1453.9460000000001,37634.833
MAHARASHTRA,Amravati,508921.0,2888445.0,43.8,6.6,6.454799999999999,2.0,4.89,272894.0,272894.0,18011.004,112159.43400000001
MAHARASHTRA,Amravati,508921.0,2888445.0,39.3,5.3,5.1728,3.3,4.0016,272894.0,272894.0,14736.276000000002,146544.078
MAHARASHTRA,Amravati,508921.0,2888445.0,30.4,2.9,2.8158999999999996,5.8,2.1362,272894.0,272894.0,7913.9259999999995,214494.68399999998
MAHARASHTRA,Wardha,268486.0,1300774.0,42.8,9.4,9.174399999999999,2.1,4.7824,120218.0,120218.0,11420.71,56742.89600000001
MAHARASHTRA,Wardha,268486.0,1300774.0,36.8,7.6,7.394799999999999,2.9,3.6973999999999996,120218.0,120218.0,9256.786,68163.606
MAHARASHTRA,Wardha,268486.0,1300774.0,23.3,3.6,3.4776,4.6,1.2558,120218.0,120218.0,4448.066000000001,94250.91200000001
MAHARASHTRA,Nagpur,430844.0,4653570.0,38.2,8.2,8.036,3.1,1.274,877522.0,877522.0,72834.326,404537.64200000005
MAHARASHTRA,Nagpur,430844.0,4653570.0,27.8,4.6,4.4712,44.8,0.7776000000000001,877522.0,877522.0,40366.011999999995,664284.1540000001
MAHARASHTRA,Nagpur,430844.0,4653570.0,22.8,2.8,2.7103999999999995,65.0,0.484,877522.0,877522.0,24570.615999999995,789769.8
MAHARASHTRA,Bhandara,283843.0,1200334.0,43.0,8.0,7.864,1.7,3.1456,72575.0,72575.0,5878.575,40496.85
MAHARASHTRA,Bhandara,283843.0,1200334.0,39.4,7.1,6.979299999999999,2.3,3.0473000000000003,72575.0,72575.0,5225.4,44415.9
MAHARASHTRA,Bhandara,283843.0,1200334.0,24.4,3.4,3.3286000000000002,4.8,2.5454000000000003,72575.0,72575.0,2467.55,61180.725
MAHARASHTRA,Gondiya,319702.0,1322507.0,39.4,5.2,5.090800000000001,1.3,4.307600000000001,66813.0,66813.0,3474.2760000000003,31736.175
MAHARASHTRA,Gondiya,319702.0,1322507.0,37.3,4.9,4.787300000000001,1.9,3.7126,66813.0,66813.0,3273.837,35010.011999999995
MAHARASHTRA,Gondiya,319702.0,1322507.0,26.2,3.3,3.1911,4.7,1.0637,66813.0,66813.0,2204.8289999999997,51646.44899999999
MAHARASHTRA,Gadchiroli,293586.0,1072942.0,41.7,8.5,8.3215,1.3,1.7622000000000002,37254.0,37254.0,3241.098,8270.387999999999
MAHARASHTRA,Gadchiroli,293586.0,1072942.0,40.0,8.0,7.832000000000001,1.7,1.6643000000000001,37254.0,37254.0,3017.5739999999996,10058.58
MAHARASHTRA,Gadchiroli,293586.0,1072942.0,26.3,3.9,3.8259,5.7,0.7848,37254.0,37254.0,1490.16,24550.386000000002
MAHARASHTRA,Chandrapur,451324.0,2204307.0,40.6,11.1,10.911299999999999,1.6,2.8507,233331.0,233331.0,26133.071999999996,67899.32100000001
MAHARASHTRA,Chandrapur,451324.0,2204307.0,35.3,8.5,8.347000000000001,4.5,2.1604,233331.0,233331.0,20066.466,101032.32299999999
MAHARASHTRA,Chandrapur,451324.0,2204307.0,24.7,3.4,3.3286000000000002,10.4,0.7832000000000001,233331.0,233331.0,7933.254,167298.32700000002
MAHARASHTRA,Yavatmal,629243.0,2772348.0,46.3,8.1,7.9704,1.1,2.46,168889.0,168889.0,13680.008999999998,36817.802
MAHARASHTRA,Yavatmal,629243.0,2772348.0,42.7,7.2,7.070400000000001,1.7,2.2586,168889.0,168889.0,12328.896999999999,52355.59
MAHARASHTRA,Yavatmal,629243.0,2772348.0,28.5,3.9,3.7986,4.2,1.4610000000000003,168889.0,168889.0,6586.670999999999,115182.29800000001
MAHARASHTRA,Nanded,591119.0,3361292.0,50.5,7.7,7.5922,0.7,1.2818,230563.0,230563.0,17983.914,44268.096
MAHARASHTRA,Nanded,591119.0,3361292.0,46.2,6.7,6.579400000000001,7.7,1.3747999999999998,230563.0,230563.0,15678.284,76316.353
MAHARASHTRA,Nanded,591119.0,3361292.0,34.0,4.0,3.884,27.7,1.6506999999999998,230563.0,230563.0,9222.52,168772.116
MAHARASHTRA,Hingoli,242456.0,1177345.0,46.0,6.0,5.91,0.8,2.1670000000000003,41913.0,41913.0,2514.78,11274.597
MAHARASHTRA,Hingoli,242456.0,1177345.0,44.8,5.6,5.499199999999999,1.7,2.1604,41913.0,41913.0,2347.1279999999997,13579.812
MAHARASHTRA,Hingoli,242456.0,1177345.0,37.5,3.1,3.0008,6.9,1.7424000000000002,41913.0,41913.0,1299.303,27536.841
MAHARASHTRA,Parbhani,293480.0,1836086.0,46.7,8.3,8.192100000000002,0.7,0.7896000000000001,133759.0,133759.0,11101.997000000001,17789.947
MAHARASHTRA,Parbhani,293480.0,1836086.0,43.2,7.1,6.965099999999999,2.4,1.0791,133759.0,133759.0,9630.648000000001,38522.592000000004
MAHARASHTRA,Parbhani,293480.0,1836086.0,34.7,4.4,4.2548,6.6,1.6439,133759.0,133759.0,5885.396000000001,89484.77100000001
MAHARASHTRA,Jalna,404746.0,1959046.0,40.4,6.8,6.6912,1.0,1.4760000000000002,98084.0,98084.0,6767.795999999999,28640.528
MAHARASHTRA,Jalna,404746.0,1959046.0,39.5,6.1,5.978,2.4,1.666,98084.0,98084.0,6081.2080000000005,35800.66
MAHARASHTRA,Jalna,404746.0,1959046.0,35.2,3.0,2.889,8.6,2.2148999999999996,98084.0,98084.0,3040.6040000000003,68854.968
MAHARASHTRA,Nashik,904661.0,6107187.0,33.8,5.6,5.493599999999999,1.7,1.5696,764271.0,764271.0,42799.176,223931.40300000002
MAHARASHTRA,Nashik,904661.0,6107187.0,29.4,4.2,4.111800000000001,13.3,1.0769000000000002,764271.0,764271.0,32099.382,357678.828
MAHARASHTRA,Nashik,904661.0,6107187.0,23.7,2.4,2.3447999999999998,28.2,0.4885,764271.0,764271.0,19106.775,528111.2609999999
MAHARASHTRA,Thane,713994.0,11060148.0,34.5,5.5,5.236000000000001,5.3,1.5232,2904157.0,2904157.0,168441.10599999997,1152950.3290000001
MAHARASHTRA,Thane,713994.0,11060148.0,24.0,2.1,2.0538,32.8,0.978,2904157.0,2904157.0,60987.297,1945785.19
MAHARASHTRA,Thane,713994.0,11060148.0,21.1,1.1,1.0835000000000001,40.4,0.7880000000000001,2904157.0,2904157.0,31945.727000000003,2163596.965
MAHARASHTRA,Mumbai Suburban,0.0,9356962.0,26.1,1.3,1.274,42.8,0.882,3078829.0,3078829.0,43103.606,1684119.4630000002
MAHARASHTRA,Mumbai Suburban,0.0,9356962.0,26.1,1.3,1.274,42.8,0.882,3078829.0,3078829.0,43103.606,1684119.4630000002
MAHARASHTRA,Mumbai,0.0,3085411.0,24.9,1.4,1.3622,56.7,1.0703,1107321.0,1107321.0,16609.815,741905.07
MAHARASHTRA,Mumbai,0.0,3085411.0,24.9,1.4,1.3622,56.7,1.0703,1107321.0,1107321.0,16609.815,741905.07
MAHARASHTRA,Pune,1165718.0,9429408.0,23.1,4.8,4.6752,7.2,1.3636,2056739.0,2056739.0,100780.21100000001,1271064.7019999998
MAHARASHTRA,Pune,1165718.0,9429408.0,21.4,2.5,2.455,43.1,0.7856000000000001,2056739.0,2056739.0,53475.21400000001,1517873.382
MAHARASHTRA,Pune,1165718.0,9429408.0,20.4,1.2,1.1832,63.2,0.3944,2056739.0,2056739.0,26737.607000000004,1655674.895
MAHARASHTRA,Ahmadnagar,1041393.0,4543159.0,30.1,7.3,7.1832,1.5,1.2792000000000001,282011.0,282011.0,20868.814000000002,110266.30099999999
MAHARASHTRA,Ahmadnagar,1041393.0,4543159.0,28.6,6.3,6.186599999999999,5.2,1.1784000000000001,282011.0,282011.0,18048.704,130007.071
MAHARASHTRA,Ahmadnagar,1041393.0,4543159.0,22.4,2.5,2.4325,19.7,0.7784,282011.0,282011.0,7050.275,207560.096
MAHARASHTRA,Bid,563114.0,2585049.0,40.5,7.9,7.7894,0.9,0.6901999999999999,135457.0,135457.0,10836.56,20860.378
MAHARASHTRA,Bid,563114.0,2585049.0,38.6,7.0,6.888000000000001,2.1,0.7872000000000001,135457.0,135457.0,9617.447,33999.707
MAHARASHTRA,Bid,563114.0,2585049.0,30.0,2.9,2.8303999999999996,7.8,1.0735999999999999,135457.0,135457.0,3928.2529999999997,93600.787
MAHARASHTRA,Latur,428616.0,2454196.0,39.5,5.7,5.6145000000000005,0.8,1.7730000000000001,157016.0,157016.0,8949.912,38939.968
MAHARASHTRA,Latur,428616.0,2454196.0,37.2,4.9,4.8167,2.5,1.5728,157016.0,157016.0,7693.784000000001,59038.016
MAHARASHTRA,Latur,428616.0,2454196.0,29.7,2.5,2.4425,7.8,0.977,157016.0,157016.0,4082.416,122315.464
MAHARASHTRA,Osmanabad,367158.0,1657576.0,37.7,6.1,6.008499999999999,1.1,1.2805000000000002,77832.0,77832.0,4825.584,17278.703999999998
MAHARASHTRA,Osmanabad,367158.0,1657576.0,36.6,5.6,5.5104,1.3,1.2792000000000001,77832.0,77832.0,4358.592,21559.464
MAHARASHTRA,Osmanabad,367158.0,1657576.0,30.7,2.7,2.6351999999999998,2.9,1.2688,77832.0,77832.0,2179.296,44986.89599999999
MAHARASHTRA,Solapur,779929.0,4317756.0,29.1,7.7,7.5845,1.2,1.0835000000000001,376302.0,376302.0,29351.556,120792.94200000001
MAHARASHTRA,Solapur,779929.0,4317756.0,29.2,5.8,5.6666,9.4,0.8793000000000001,376302.0,376302.0,22201.818000000003,155412.726
MAHARASHTRA,Solapur,779929.0,4317756.0,29.4,1.8,1.7280000000000002,26.8,0.38400000000000006,376302.0,376302.0,7149.737999999999,229167.918
MAHARASHTRA,Satara,774522.0,3003741.0,26.3,5.1,4.9011,2.9,1.7298,200949.0,200949.0,10650.296999999999,140865.24899999998
MAHARASHTRA,Satara,774522.0,3003741.0,25.1,4.7,4.521400000000001,5.1,1.5392000000000001,200949.0,200949.0,9645.552,142874.73899999997
MAHARASHTRA,Satara,774522.0,3003741.0,20.0,2.7,2.619,14.4,0.38800000000000007,200949.0,200949.0,5425.6230000000005,151515.546
MAHARASHTRA,Ratnagiri,538538.0,1615069.0,28.4,4.1,4.050799999999999,3.3,2.47,100824.0,100824.0,4133.784,67753.728
MAHARASHTRA,Ratnagiri,538538.0,1615069.0,26.5,3.7,3.6556,4.0,2.2723999999999998,100824.0,100824.0,3831.3119999999994,69971.856
MAHARASHTRA,Ratnagiri,538538.0,1615069.0,16.1,1.9,1.8714999999999997,7.9,1.182,100824.0,100824.0,1915.6559999999997,82675.68
MAHARASHTRA,Sindhudurg,295847.0,849651.0,27.2,4.6,4.5356,2.5,3.3523999999999994,44989.0,44989.0,2069.494,33471.816
MAHARASHTRA,Sindhudurg,295847.0,849651.0,26.7,4.4,4.3296,2.6,3.0504000000000002,44989.0,44989.0,1979.516,34146.651
MAHARASHTRA,Sindhudurg,295847.0,849651.0,22.9,3.0,2.9129999999999994,3.3,1.1651999999999998,44989.0,44989.0,1349.67,39050.452
MAHARASHTRA,Kolhapur,796496.0,3876001.0,22.1,1.8,1.6722000000000004,3.4,8.361,382818.0,382818.0,7656.36,284816.592
MAHARASHTRA,Kolhapur,796496.0,3876001.0,21.9,1.6,1.5056,8.7,5.928299999999999,382818.0,382818.0,6507.906,285199.41
MAHARASHTRA,Kolhapur,796496.0,3876001.0,21.4,1.2,1.1603999999999999,19.7,0.6769,382818.0,382818.0,4593.816,285965.04600000003
MAHARASHTRA,Sangli,626872.0,2822143.0,26.5,5.0,4.845,4.0,2.7132,226801.0,226801.0,11566.850999999999,137214.605
MAHARASHTRA,Sangli,626872.0,2822143.0,25.9,4.3,4.1667000000000005,9.2,2.1318,226801.0,226801.0,9979.244,147193.84900000002
MAHARASHTRA,Sangli,626872.0,2822143.0,24.3,2.4,2.3256,24.0,0.6783,226801.0,226801.0,5443.224,175997.57599999997
ANDHRA PRADESH,Adilabad,597466.0,2741239.0,35.3,6.5,6.422,1.7,0.988,220248.0,220248.0,14316.12,30394.224000000002
ANDHRA PRADESH,Adilabad,597466.0,2741239.0,31.9,5.5,5.422999999999999,4.8,1.3803999999999998,220248.0,220248.0,12113.64,64532.664000000004
ANDHRA PRADESH,Adilabad,597466.0,2741239.0,23.0,2.8,2.7467999999999995,13.1,2.5506,220248.0,220248.0,6166.9439999999995,155715.336
ANDHRA PRADESH,Nizamabad,565165.0,2551335.0,29.7,4.2,3.906,2.8,0.93,155133.0,155133.0,6670.719,45609.102
ANDHRA PRADESH,Nizamabad,565165.0,2551335.0,28.5,3.7,3.4669000000000008,4.8,1.5929,155133.0,155133.0,5895.054,64535.328
ANDHRA PRADESH,Nizamabad,565165.0,2551335.0,24.3,2.1,2.0181,12.3,4.3245,155133.0,155133.0,3412.9260000000004,132638.715
ANDHRA PRADESH,Karimnagar,877236.0,3776269.0,31.9,5.1,5.0081999999999995,2.7,0.982,288044.0,288044.0,14690.243999999999,98511.04800000001
ANDHRA PRADESH,Karimnagar,877236.0,3776269.0,29.2,4.3,4.2139999999999995,7.1,1.274,288044.0,288044.0,12385.892,133076.328
ANDHRA PRADESH,Karimnagar,877236.0,3776269.0,20.3,1.8,1.7496,21.2,2.3328,288044.0,288044.0,5184.792,243109.13600000003
ANDHRA PRADESH,Medak,593653.0,3033288.0,33.8,4.4,4.312,3.1,0.882,195479.0,195479.0,8601.076000000001,62162.322
ANDHRA PRADESH,Medak,593653.0,3033288.0,30.3,3.6,3.528,8.9,1.274,195479.0,195479.0,7232.723000000001,86206.239
ANDHRA PRADESH,Medak,593653.0,3033288.0,18.9,1.2,1.176,28.0,2.548,195479.0,195479.0,2345.748,165375.234
ANDHRA PRADESH,Hyderabad,0.0,3943323.0,18.6,0.9,0.882,91.4,0.588,1066289.0,1066289.0,9596.601,1050294.665
ANDHRA PRADESH,Hyderabad,0.0,3943323.0,18.6,0.9,0.882,91.4,0.588,1066289.0,1066289.0,9596.601,1050294.665
ANDHRA PRADESH,Rangareddy,432098.0,5296741.0,25.0,2.2,2.1538000000000004,8.2,1.0769000000000002,1129224.0,1129224.0,24842.928000000004,491212.44
ANDHRA PRADESH,Rangareddy,432098.0,5296741.0,18.4,1.1,1.0813000000000001,51.5,0.983,1129224.0,1129224.0,12421.464000000002,919188.3360000001
ANDHRA PRADESH,Rangareddy,432098.0,5296741.0,15.8,0.7,0.6888,68.2,0.9840000000000001,1129224.0,1129224.0,7904.567999999999,1084055.04
ANDHRA PRADESH,Mahbubnagar,848963.0,4053028.0,30.3,6.2,6.107,1.7,0.8865000000000001,161052.0,161052.0,9985.224,28828.307999999997
ANDHRA PRADESH,Mahbubnagar,848963.0,4053028.0,28.6,5.5,5.412000000000001,3.4,1.1808,161052.0,161052.0,9018.912,42517.727999999996
ANDHRA PRADESH,Mahbubnagar,848963.0,4053028.0,18.3,1.6,1.5584000000000002,13.9,2.8245999999999998,161052.0,161052.0,2737.8839999999996,125781.612
ANDHRA PRADESH,Nalgonda,833504.0,3488809.0,33.6,5.9,5.782,1.6,1.3719999999999999,197433.0,197433.0,11648.547000000002,62981.12699999999
ANDHRA PRADESH,Nalgonda,833504.0,3488809.0,31.7,5.1,4.9826999999999995,3.2,1.3678,197433.0,197433.0,10266.516000000001,80157.79800000001
ANDHRA PRADESH,Nalgonda,833504.0,3488809.0,23.2,1.7,1.6354,10.5,1.6354,197433.0,197433.0,3356.361,160315.59600000002
ANDHRA PRADESH,Warangal,758738.0,3512576.0,38.2,8.4,8.248800000000001,1.9,1.5712000000000002,288249.0,288249.0,24501.165,85609.953
ANDHRA PRADESH,Warangal,758738.0,3512576.0,34.2,7.0,6.853000000000001,4.2,2.1538000000000004,288249.0,288249.0,20177.43,125964.81300000001
ANDHRA PRADESH,Warangal,758738.0,3512576.0,23.1,2.9,2.8188,10.7,3.6936,288249.0,288249.0,8359.221,237517.176
ANDHRA PRADESH,Khammam,669262.0,2797370.0,33.5,5.1,5.0286,2.4,0.8874,201363.0,201363.0,10470.876,75309.76199999999
ANDHRA PRADESH,Khammam,669262.0,2797370.0,30.9,4.5,4.428,4.0,0.9840000000000001,201363.0,201363.0,9061.335,97056.96600000001
ANDHRA PRADESH,Khammam,669262.0,2797370.0,22.0,2.2,2.1471999999999998,9.4,1.0735999999999999,201363.0,201363.0,4429.986000000001,171964.00200000004
ANDHRA PRADESH,Srikakulam,752752.0,2703114.0,31.7,3.4,3.3523999999999994,0.8,0.5916,149684.0,149684.0,5238.94,19159.552000000003
ANDHRA PRADESH,Srikakulam,752752.0,2703114.0,30.0,3.2,3.1520000000000006,1.3,0.591,149684.0,149684.0,4789.888000000001,31733.007999999998
ANDHRA PRADESH,Srikakulam,752752.0,2703114.0,20.8,1.6,1.5648000000000002,3.9,0.6846,149684.0,149684.0,2544.6279999999997,98641.75600000001
ANDHRA PRADESH,Vizianagaram,592458.0,2344474.0,30.5,3.3,3.2472000000000003,0.6,0.19680000000000003,157056.0,157056.0,5182.848,16804.992
ANDHRA PRADESH,Vizianagaram,592458.0,2344474.0,28.2,3.0,2.949,1.5,0.2949,157056.0,157056.0,4711.68,34552.32
ANDHRA PRADESH,Vizianagaram,592458.0,2344474.0,19.4,1.8,1.7568000000000001,4.9,0.488,157056.0,157056.0,2984.064,104285.18400000001
ANDHRA PRADESH,Visakhapatnam,718847.0,4290589.0,29.2,3.1,3.0597000000000003,1.5,0.7896000000000001,660493.0,660493.0,21135.776,141345.50199999998
ANDHRA PRADESH,Visakhapatnam,718847.0,4290589.0,23.2,2.1,2.0747999999999998,11.9,0.6916,660493.0,660493.0,14530.846000000001,338832.909
ANDHRA PRADESH,Visakhapatnam,718847.0,4290589.0,16.7,1.1,1.0868,23.0,0.5928,660493.0,660493.0,7265.423000000001,551511.655
ANDHRA PRADESH,East Godavari,1199479.0,5154296.0,29.8,3.8,3.7316,2.7,0.8838000000000001,406362.0,406362.0,15848.118,190990.14
ANDHRA PRADESH,East Godavari,1199479.0,5154296.0,27.5,3.3,3.2372999999999994,5.3,0.7848,406362.0,406362.0,13409.945999999998,231219.978
ANDHRA PRADESH,East Godavari,1199479.0,5154296.0,20.3,1.7,1.6643000000000001,13.4,0.39160000000000006,406362.0,406362.0,6908.154,354754.026
ANDHRA PRADESH,West Godavari,1007255.0,3936966.0,29.6,4.8,4.7376,2.7,0.8883,248373.0,248373.0,11921.903999999999,146291.697
ANDHRA PRADESH,West Godavari,1007255.0,3936966.0,27.9,4.3,4.2440999999999995,4.3,0.7896000000000001,248373.0,248373.0,10680.038999999999,160448.95799999998
ANDHRA PRADESH,West Godavari,1007255.0,3936966.0,20.7,2.1,2.0685000000000002,11.3,0.6894999999999999,248373.0,248373.0,5464.206000000001,220306.85100000002
ANDHRA PRADESH,Krishna,909292.0,4517398.0,30.3,4.3,4.235499999999999,2.3,0.3940000000000001,567042.0,567042.0,24949.848,318677.60400000005
ANDHRA PRADESH,Krishna,909292.0,4517398.0,26.2,3.3,3.2504999999999997,14.1,0.591,567042.0,567042.0,19279.428,399197.568
ANDHRA PRADESH,Krishna,909292.0,4517398.0,19.7,1.7,1.6761999999999997,33.1,0.8874,567042.0,567042.0,9639.714,527349.06
ANDHRA PRADESH,Guntur,1069877.0,4887813.0,30.5,4.2,4.1328000000000005,1.9,0.2952,513113.0,513113.0,21550.746,238597.545
ANDHRA PRADESH,Guntur,1069877.0,4887813.0,27.6,3.5,3.4440000000000004,6.2,0.39360000000000006,513113.0,513113.0,17958.955,303762.896
ANDHRA PRADESH,Guntur,1069877.0,4887813.0,21.5,1.9,1.8714999999999997,15.6,0.4925,513113.0,513113.0,9749.146999999999,442816.519
ANDHRA PRADESH,Prakasam,873486.0,3397448.0,29.3,4.1,4.042599999999999,1.1,0.5916,214089.0,214089.0,8991.738000000001,59944.92
ANDHRA PRADESH,Prakasam,873486.0,3397448.0,27.6,3.7,3.6296999999999997,1.9,0.5885999999999999,214089.0,214089.0,7921.293000000001,80283.375
ANDHRA PRADESH,Prakasam,873486.0,3397448.0,20.2,1.9,1.8221,5.2,0.47950000000000004,214089.0,214089.0,4281.78,165704.88600000003
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,689137.0,2963557.0,27.4,4.3,4.2269,1.6,0.4915,264376.0,264376.0,11368.168,67415.88
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,689137.0,2963557.0,24.4,3.6,3.528,4.7,0.784,264376.0,264376.0,9781.912,104692.896
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,689137.0,2963557.0,16.0,1.8,1.7496,13.2,1.4580000000000002,264376.0,264376.0,5023.143999999999,208328.288
