State Name,District,Households_Rural,Population,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
UTTAR PRADESH,Mau,352207.0,2205968.0,31.3,5.6,4.172,7.4,1.639,99321.0,99321.0,6753.8279999999995,63068.835
UTTAR PRADESH,Ballia,564927.0,3239774.0,46.2,12.4,12.065199999999999,2.2,1.7513999999999998,64454.0,64454.0,8250.112000000001,14308.788
UTTAR PRADESH,Ballia,564927.0,3239774.0,45.0,12.1,11.737,2.6,1.746,64454.0,64454.0,7992.295999999999,16693.586
UTTAR PRADESH,Ballia,564927.0,3239774.0,33.7,9.1,8.5722,6.4,1.6014000000000002,64454.0,64454.0,5994.222000000001,39316.94
UTTAR PRADESH,Jaunpur,926088.0,4494204.0,44.5,7.0,6.776,2.0,1.936,80582.0,80582.0,5801.904,12409.628
UTTAR PRADESH,Jaunpur,926088.0,4494204.0,44.2,6.8,6.548399999999999,2.9,2.1186000000000003,80582.0,80582.0,5640.74,15955.236
UTTAR PRADESH,Jaunpur,926088.0,4494204.0,40.4,4.2,3.7842000000000002,14.1,3.4237999999999995,80582.0,80582.0,3545.6080000000006,57857.876
UTTAR PRADESH,Ghazipur,700173.0,3620268.0,49.1,10.1,9.7162,1.7,1.6354,61467.0,61467.0,6392.568,11432.862000000001
UTTAR PRADESH,Ghazipur,700173.0,3620268.0,48.0,9.9,9.474300000000001,2.2,1.6269,61467.0,61467.0,6269.633999999999,13584.207000000002
UTTAR PRADESH,Ghazipur,700173.0,3620268.0,34.0,6.9,6.203100000000001,7.7,1.4384000000000001,61467.0,61467.0,4487.090999999999,40260.885
UTTAR PRADESH,Chandauli,344937.0,1952756.0,47.2,6.7,6.452100000000001,2.2,1.4445,50822.0,50822.0,3455.8959999999997,9554.536
UTTAR PRADESH,Chandauli,344937.0,1952756.0,45.3,6.4,6.112,3.4,1.719,50822.0,50822.0,3354.2519999999995,12857.966
UTTAR PRADESH,Chandauli,344937.0,1952756.0,32.9,4.3,3.8786,11.7,3.0668,50822.0,50822.0,2337.812,35168.824
UTTAR PRADESH,Varanasi,438935.0,3676841.0,45.4,6.5,6.1945,2.4,1.8107,316129.0,316129.0,21180.643000000004,85670.959
UTTAR PRADESH,Varanasi,438935.0,3676841.0,38.4,5.1,4.6665,30.6,1.5554999999999999,316129.0,316129.0,16754.837,172290.305
UTTAR PRADESH,Varanasi,438935.0,3676841.0,29.5,3.2,2.7776,66.0,1.3888,316129.0,316129.0,11064.515,281354.81
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),293510.0,1578213.0,46.1,6.0,5.814000000000001,1.5,1.4535000000000002,45997.0,45997.0,2851.8140000000003,5795.621999999999
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),293510.0,1578213.0,45.3,6.0,5.754000000000001,3.4,1.5344000000000002,45997.0,45997.0,2805.817,8647.436
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),293510.0,1578213.0,40.1,5.5,4.944500000000001,14.7,1.7081,45997.0,45997.0,2621.829,25574.332000000002
UTTAR PRADESH,Mirzapur,465152.0,2496970.0,49.7,4.7,4.5308,1.6,2.3136,77963.0,77963.0,3742.2239999999997,14968.895999999999
UTTAR PRADESH,Mirzapur,465152.0,2496970.0,47.9,4.5,4.2975,5.6,2.292,77963.0,77963.0,3586.298,20426.305999999997
UTTAR PRADESH,Mirzapur,465152.0,2496970.0,37.0,3.4,3.077,30.0,2.1719999999999997,77963.0,77963.0,2728.705,53404.655
UTTAR PRADESH,Sonbhadra,337048.0,1862559.0,53.9,1.8,1.7406,1.3,1.7406,91040.0,91040.0,1638.72,12472.48
UTTAR PRADESH,Sonbhadra,337048.0,1862559.0,50.1,2.3,2.2172,6.6,1.6388,91040.0,91040.0,2093.9199999999996,21940.64
UTTAR PRADESH,Sonbhadra,337048.0,1862559.0,32.8,4.4,4.1844,30.7,0.951,91040.0,91040.0,4278.88,64365.28
UTTAR PRADESH,Etah,334246.0,1774480.0,54.0,6.8,6.500799999999999,1.2,0.7648,67752.0,67752.0,4742.64,6233.183999999999
UTTAR PRADESH,Etah,334246.0,1774480.0,52.0,6.2,5.921,2.8,0.955,67752.0,67752.0,4336.128000000001,13414.896
UTTAR PRADESH,Etah,334246.0,1774480.0,41.4,3.0,2.844,11.8,1.896,67752.0,67752.0,2100.312,53049.816
UTTAR PRADESH,Kanshiram Nagar,271234.0,1436719.0,59.0,8.5,8.16,1.2,0.7680000000000001,72490.0,72490.0,6451.61,8118.88
UTTAR PRADESH,Kanshiram Nagar,271234.0,1436719.0,56.8,7.7,7.3843000000000005,2.5,0.8631,72490.0,72490.0,5799.2,17397.6
UTTAR PRADESH,Kanshiram Nagar,271234.0,1436719.0,47.9,4.3,4.1022,7.5,1.4310000000000003,72490.0,72490.0,3189.56,55744.81
BIHAR,Pashchim Champaran,839514.0,3935042.0,61.0,4.7,4.5496,0.7,1.2584,96620.0,96620.0,4734.380000000001,11111.3
BIHAR,Pashchim Champaran,839514.0,3935042.0,59.9,5.0,4.83,0.9,1.3523999999999998,96620.0,96620.0,5024.24,15362.58
BIHAR,Pashchim Champaran,839514.0,3935042.0,49.9,7.2,6.876,2.8,2.483,96620.0,96620.0,7149.88,52078.18
BIHAR,Purba Champaran,1142260.0,5099371.0,54.9,5.5,5.401,1.0,1.3747999999999998,101565.0,101565.0,5687.64,15742.575
BIHAR,Purba Champaran,1142260.0,5099371.0,54.0,5.5,5.395499999999999,1.2,1.4714999999999998,101565.0,101565.0,5687.64,18484.83
BIHAR,Purba Champaran,1142260.0,5099371.0,41.8,5.6,5.420799999999999,3.4,2.3232,101565.0,101565.0,5789.205,54845.1
BIHAR,Sheohar,158484.0,656246.0,58.1,3.3,3.2307,0.9,3.2307,7516.0,7516.0,255.54399999999998,1488.1680000000001
BIHAR,Sheohar,158484.0,656246.0,57.5,3.5,3.423,1.0,3.2273999999999994,7516.0,7516.0,270.576,1533.264
BIHAR,Sheohar,158484.0,656246.0,43.4,7.9,7.536600000000001,3.6,2.5758000000000005,7516.0,7516.0,601.28,2773.4039999999995
BIHAR,Sitamarhi,807294.0,3423574.0,55.9,5.9,5.6404,1.2,2.4856,49670.0,49670.0,3079.54,9288.29
BIHAR,Sitamarhi,807294.0,3423574.0,55.1,5.9,5.6404,1.3,2.5812,49670.0,49670.0,3079.54,10331.36
BIHAR,Sitamarhi,807294.0,3423574.0,40.2,6.3,6.0291,3.5,3.5409,49670.0,49670.0,3228.55,30050.35
BIHAR,Madhubani,1047552.0,4487379.0,45.7,4.3,3.938799999999999,1.2,1.9235999999999998,41234.0,41234.0,1937.9980000000003,7133.482000000001
BIHAR,Madhubani,1047552.0,4487379.0,45.5,4.4,4.0304,1.3,2.0152,41234.0,41234.0,1979.2319999999997,7628.29
BIHAR,Madhubani,1047552.0,4487379.0,39.0,6.6,6.098400000000001,2.7,3.7883999999999998,41234.0,41234.0,2927.6139999999996,22884.87
BIHAR,Supaul,572287.0,2229076.0,58.8,4.6,4.374599999999999,0.7,1.0461,27815.0,27815.0,1362.935,2531.165
BIHAR,Supaul,572287.0,2229076.0,58.4,4.7,4.465,0.8,1.14,27815.0,27815.0,1390.75,3004.02
BIHAR,Supaul,572287.0,2229076.0,49.2,7.6,7.166799999999999,2.8,2.9233,27815.0,27815.0,2169.57,13017.42
BIHAR,Araria,659061.0,2811569.0,63.0,3.6,3.5244000000000004,0.5,0.9790000000000001,44213.0,44213.0,1635.881,2962.271
BIHAR,Araria,659061.0,2811569.0,62.0,3.7,3.6186000000000003,0.6,1.1735999999999998,44213.0,44213.0,1680.094,4156.022
BIHAR,Araria,659061.0,2811569.0,46.2,6.2,5.9582,3.0,4.805,44213.0,44213.0,2829.632,24007.659
BIHAR,Kishanganj,401793.0,1690400.0,61.7,3.5,3.465,0.4,1.089,43357.0,43357.0,1517.495,2688.134
BIHAR,Kishanganj,401793.0,1690400.0,60.1,3.9,3.8531999999999997,0.5,1.5808000000000002,43357.0,43357.0,1690.9229999999998,4509.128
BIHAR,Kishanganj,401793.0,1690400.0,45.0,7.7,7.4536,2.1,6.3888,43357.0,43357.0,3425.203,22502.283
BIHAR,Purnia,712847.0,3264619.0,63.9,5.0,4.91,0.7,1.2766000000000002,85749.0,85749.0,4373.199,7374.414000000001
BIHAR,Purnia,712847.0,3264619.0,62.0,5.4,5.2974,1.1,1.8639,85749.0,85749.0,4716.195,11747.613000000001
BIHAR,Purnia,712847.0,3264619.0,44.7,9.5,9.2055,5.0,6.783,85749.0,85749.0,8317.652999999998,50677.65900000001
BIHAR,Katihar,668232.0,3071029.0,61.2,4.9,4.8313999999999995,0.7,2.465,69838.0,69838.0,3491.9,8869.426
BIHAR,Katihar,668232.0,3071029.0,59.4,5.1,5.0184,1.0,2.6568,69838.0,69838.0,3561.738,12221.65
BIHAR,Katihar,668232.0,3071029.0,41.0,6.9,6.6792,4.2,4.4528,69838.0,69838.0,4958.498,47839.03
BIHAR,Madhepura,486278.0,2001762.0,61.9,6.0,5.814000000000001,0.9,1.9380000000000002,24000.0,24000.0,1488.0,2712.0
BIHAR,Madhepura,486278.0,2001762.0,61.1,6.1,5.904799999999999,1.0,2.1296,24000.0,24000.0,1512.0,3144.0
BIHAR,Madhepura,486278.0,2001762.0,44.1,8.5,8.092,2.3,6.0928,24000.0,24000.0,2087.9999999999995,12312.0
BIHAR,Saharsa,432651.0,1900661.0,62.6,6.4,6.2208000000000006,0.8,1.7496,38046.0,38046.0,2511.0359999999996,4755.75
BIHAR,Saharsa,432651.0,1900661.0,61.0,6.5,6.3115,1.1,2.0391,38046.0,38046.0,2549.0820000000003,6353.682
BIHAR,Saharsa,432651.0,1900661.0,41.5,7.2,6.9264,4.8,4.9062,38046.0,38046.0,2815.4040000000005,25719.095999999998
BIHAR,Darbhanga,907174.0,3937385.0,50.7,7.8,7.5192000000000005,1.2,2.6992000000000003,95539.0,95539.0,7738.659000000001,19967.650999999998
BIHAR,Darbhanga,907174.0,3937385.0,49.5,7.9,7.6076999999999995,1.5,2.6963999999999997,95539.0,95539.0,7834.197999999999,23980.289
BIHAR,Darbhanga,907174.0,3937385.0,38.2,8.6,8.2216,4.2,2.4856,95539.0,95539.0,8598.51,64011.13
BIHAR,Muzaffarpur,998694.0,4801062.0,58.8,8.3,8.1008,1.5,2.6351999999999998,120700.0,120700.0,10138.8,26433.3
BIHAR,Muzaffarpur,998694.0,4801062.0,56.5,8.1,7.8894,2.1,2.6298000000000004,120700.0,120700.0,10018.1,32709.7
BIHAR,Muzaffarpur,998694.0,4801062.0,34.0,6.6,6.27,8.0,2.1849999999999996,120700.0,120700.0,8207.6,93059.7
BIHAR,Gopalganj,515925.0,2562012.0,52.1,7.9,7.7499,1.2,1.1771999999999998,38133.0,38133.0,3050.64,6902.073
BIHAR,Gopalganj,515925.0,2562012.0,51.2,7.7,7.546,1.3,1.176,38133.0,38133.0,3012.507,7626.6
BIHAR,Gopalganj,515925.0,2562012.0,37.9,6.0,5.718,3.4,1.4295,38133.0,38133.0,2326.113,19371.564
BIHAR,Siwan,632514.0,3330464.0,45.7,8.1,7.962299999999999,1.3,1.2779,41858.0,41858.0,3432.3559999999998,8455.315999999999
BIHAR,Siwan,632514.0,3330464.0,45.0,8.0,7.848,1.4,1.1771999999999998,41858.0,41858.0,3390.498,9585.482
BIHAR,Siwan,632514.0,3330464.0,32.2,5.8,5.4288,4.1,1.0296,41858.0,41858.0,2553.3379999999997,29886.612
BIHAR,Saran,701323.0,3951862.0,50.4,8.6,8.4366,1.2,1.1771999999999998,76299.0,76299.0,6638.012999999999,13581.222
BIHAR,Saran,701323.0,3951862.0,49.5,8.5,8.3215,1.4,1.1748,76299.0,76299.0,6561.714,16327.985999999999
BIHAR,Saran,701323.0,3951862.0,39.8,7.7,7.3843000000000005,3.8,2.0139,76299.0,76299.0,6027.621,45016.41
BIHAR,Vaishali,699317.0,3495021.0,55.9,12.1,11.906400000000001,1.4,3.3456,51494.0,51494.0,6333.762000000001,12873.5
BIHAR,Vaishali,699317.0,3495021.0,55.2,12.0,11.796,1.6,3.4405,51494.0,51494.0,6282.267999999999,14006.368
BIHAR,Vaishali,699317.0,3495021.0,43.3,10.3,9.908600000000002,4.8,5.5796,51494.0,51494.0,5458.3640000000005,31926.28
BIHAR,Samastipur,1012979.0,4261566.0,57.4,9.4,9.1274,1.1,2.3303999999999996,43486.0,43486.0,4218.142,7392.62
BIHAR,Samastipur,1012979.0,4261566.0,56.7,9.3,9.021,1.2,2.328,43486.0,43486.0,4174.656,8175.368
BIHAR,Samastipur,1012979.0,4261566.0,37.0,6.3,6.047999999999999,3.7,2.4960000000000004,43486.0,43486.0,2826.59,30527.172000000002
BIHAR,Begusarai,594377.0,2970541.0,55.7,11.4,11.126399999999999,1.9,5.1728,139248.0,139248.0,16152.768,35508.24
BIHAR,Begusarai,594377.0,2970541.0,53.3,11.1,10.8225,2.5,5.5575,139248.0,139248.0,15735.024000000001,43584.624
BIHAR,Begusarai,594377.0,2970541.0,42.3,9.6,9.3024,5.1,7.1706,139248.0,139248.0,13646.304000000002,80346.096
BIHAR,Khagaria,373696.0,1666886.0,57.8,8.8,8.650400000000001,1.5,4.5218,21007.0,21007.0,1869.6230000000003,4558.518999999999
BIHAR,Khagaria,373696.0,1666886.0,57.2,8.7,8.526,1.6,4.507999999999999,21007.0,21007.0,1869.6230000000003,4999.666
BIHAR,Khagaria,373696.0,1666886.0,44.6,7.0,6.489,3.7,4.635,21007.0,21007.0,1512.504,13927.640999999998
BIHAR,Bhagalpur,522527.0,3037766.0,57.0,8.6,8.333400000000001,1.9,4.4574,130634.0,130634.0,11495.792000000001,32789.134000000005
BIHAR,Bhagalpur,522527.0,3037766.0,54.0,8.4,8.106,2.5,4.825,130634.0,130634.0,11234.524,44023.65800000001
BIHAR,Bhagalpur,522527.0,3037766.0,40.6,7.5,7.0875,5.5,6.3315,130634.0,130634.0,10058.818000000001,93664.57800000001
BIHAR,Banka,425604.0,2034763.0,57.7,6.6,6.303,0.7,1.337,18492.0,18492.0,1257.456,2052.6119999999996
BIHAR,Banka,425604.0,2034763.0,57.2,6.5,6.2075,0.8,1.4325,18492.0,18492.0,1238.9640000000002,2274.516
BIHAR,Banka,425604.0,2034763.0,45.0,4.9,4.669700000000001,3.5,3.3355,18492.0,18492.0,943.092,8284.416
BIHAR,Munger,222281.0,1367765.0,56.8,7.7,7.468999999999999,2.2,4.656,85782.0,85782.0,6776.778,22389.102000000003
BIHAR,Munger,222281.0,1367765.0,51.5,7.4,7.133600000000001,2.8,4.82,85782.0,85782.0,6519.432,33283.416
BIHAR,Munger,222281.0,1367765.0,37.0,6.5,6.161999999999999,4.5,5.2139999999999995,85782.0,85782.0,5747.394,63650.244000000006
BIHAR,Lakhisarai,175882.0,1000912.0,56.9,7.5,7.2525,2.3,4.835,31763.0,31763.0,2445.751,8512.484
BIHAR,Lakhisarai,175882.0,1000912.0,55.8,7.6,7.3187999999999995,2.6,5.0076,31763.0,31763.0,2477.514,10100.634
BIHAR,Lakhisarai,175882.0,1000912.0,49.5,8.2,7.691599999999998,3.8,5.721799999999999,31763.0,31763.0,2668.092,19566.008
BIHAR,Sheikhpura,108293.0,636342.0,58.1,9.1,8.827,1.1,3.1040000000000005,24345.0,24345.0,2288.43,5915.835
BIHAR,Sheikhpura,108293.0,636342.0,55.6,8.8,8.5008,1.4,3.0912,24345.0,24345.0,2215.395,7035.705
BIHAR,Sheikhpura,108293.0,636342.0,43.0,7.2,6.796800000000001,2.7,3.0208000000000004,24345.0,24345.0,1801.53,12708.09
BIHAR,Nalanda,514141.0,2877653.0,56.1,9.0,8.514,1.5,2.365,102522.0,102522.0,9739.59,23375.016
BIHAR,Nalanda,514141.0,2877653.0,53.6,8.7,8.2389,2.2,2.4622,102522.0,102522.0,9432.024,31474.254
BIHAR,Nalanda,514141.0,2877653.0,39.7,6.9,6.568800000000001,5.9,3.0464,102522.0,102522.0,7279.062,75456.192
BIHAR,Patna,657991.0,5838465.0,54.9,8.7,8.2128,1.7,2.5488000000000004,552103.0,552103.0,50241.373,152380.428
BIHAR,Patna,657991.0,5838465.0,43.9,7.1,6.745,8.3,2.47,552103.0,552103.0,40855.622,292614.59
BIHAR,Patna,657991.0,5838465.0,29.5,5.0,4.785,17.0,2.2968,552103.0,552103.0,28709.356,477569.095
BIHAR,Bhojpur,434559.0,2728407.0,53.3,8.1,7.5005999999999995,1.3,1.4816,77368.0,77368.0,6731.016,15860.44
BIHAR,Bhojpur,434559.0,2728407.0,51.3,8.1,7.5249,1.9,1.4864000000000002,77368.0,77368.0,6653.647999999999,21044.096
BIHAR,Bhojpur,434559.0,2728407.0,39.0,8.0,7.5920000000000005,5.7,1.6133000000000002,77368.0,77368.0,6344.1759999999995,53074.448
BIHAR,Buxar,299252.0,1706352.0,52.8,9.7,9.050099999999999,1.4,1.3061999999999998,35405.0,35405.0,3717.525,7081.0
BIHAR,Buxar,299252.0,1706352.0,51.3,9.6,8.9472,1.6,1.3048,35405.0,35405.0,3646.715,8745.035
BIHAR,Buxar,299252.0,1706352.0,36.9,8.3,7.7273000000000005,4.0,1.3033999999999997,35405.0,35405.0,3115.64,23792.16
BIHAR,Kaimur (Bhabua),325143.0,1626384.0,57.6,6.1,5.801099999999999,1.1,0.8559,15299.0,15299.0,994.435,2218.355
BIHAR,Kaimur (Bhabua),325143.0,1626384.0,56.5,6.1,5.795,1.3,0.855,15299.0,15299.0,979.1360000000001,2554.933
BIHAR,Kaimur (Bhabua),325143.0,1626384.0,31.4,4.5,4.1625,4.1,0.74,15299.0,15299.0,703.7539999999999,10739.898000000001
BIHAR,Rohtas,512383.0,2959918.0,53.1,5.9,5.451600000000001,1.7,1.1088,95678.0,95678.0,6123.392000000001,20188.058
BIHAR,Rohtas,512383.0,2959918.0,51.1,5.9,5.4752,2.4,1.2992,95678.0,95678.0,6027.714,26981.196
BIHAR,Rohtas,512383.0,2959918.0,39.8,5.7,5.420699999999999,6.1,2.1872999999999996,95678.0,95678.0,5645.002,65443.752
BIHAR,Aurangabad,428291.0,2540073.0,54.2,6.2,5.8466,1.2,0.943,49006.0,49006.0,3234.3959999999997,8429.032
BIHAR,Aurangabad,551789.0,3701282.0,54.2,6.2,5.8466,1.2,0.943,427343.0,427343.0,28204.638,73502.996
BIHAR,Aurangabad,428291.0,2540073.0,52.9,6.1,5.7584,1.4,1.0384000000000002,49006.0,49006.0,3185.39,10683.308
BIHAR,Aurangabad,551789.0,3701282.0,52.9,6.1,5.7584,1.4,1.0384000000000002,427343.0,427343.0,27777.295,93160.774
BIHAR,Aurangabad,428291.0,2540073.0,39.5,5.3,5.0721,3.9,1.4355000000000002,49006.0,49006.0,2646.324,33324.08
BIHAR,Aurangabad,551789.0,3701282.0,39.5,5.3,5.0721,3.9,1.4355000000000002,427343.0,427343.0,23076.522,290593.24
MAHARASHTRA,Aurangabad,428291.0,2540073.0,39.0,8.0,7.88,1.8,0.985,49006.0,49006.0,3920.48,9703.188
MAHARASHTRA,Aurangabad,551789.0,3701282.0,39.0,8.0,7.88,1.8,0.985,427343.0,427343.0,34187.44,84613.914
MAHARASHTRA,Aurangabad,428291.0,2540073.0,31.7,5.1,5.0031,27.6,0.7848,49006.0,49006.0,2548.312,23963.933999999997
MAHARASHTRA,Aurangabad,551789.0,3701282.0,31.7,5.1,5.0031,27.6,0.7848,427343.0,427343.0,22221.836,208970.72699999998
MAHARASHTRA,Aurangabad,428291.0,2540073.0,21.9,1.4,1.3678,61.7,0.5861999999999999,49006.0,49006.0,686.084,42831.244000000006
MAHARASHTRA,Aurangabad,551789.0,3701282.0,21.9,1.4,1.3678,61.7,0.5861999999999999,427343.0,427343.0,5982.802,373497.782
BIHAR,Gaya,696289.0,4391418.0,58.8,7.5,7.05,1.0,1.5979999999999999,111282.0,111282.0,8791.278,18361.53
BIHAR,Gaya,696289.0,4391418.0,55.6,7.1,6.6739999999999995,1.9,1.5979999999999999,111282.0,111282.0,8346.15,26930.244
BIHAR,Gaya,696289.0,4391418.0,33.8,4.5,4.2435,8.0,1.6974,111282.0,111282.0,5230.254,86577.396
BIHAR,Nawada,379551.0,2219146.0,59.7,10.0,9.59,1.0,1.5344000000000002,45323.0,45323.0,4668.269,7840.879
BIHAR,Nawada,379551.0,2219146.0,57.6,9.6,9.1968,1.3,1.5328,45323.0,45323.0,4486.977,10107.029
BIHAR,Nawada,379551.0,2219146.0,37.7,6.2,5.859,4.4,1.7954999999999999,45323.0,45323.0,2900.672,31408.839
BIHAR,Jamui,325909.0,1760405.0,62.0,7.8,7.5192000000000005,0.7,1.6388,30851.0,30851.0,2468.08,3671.2690000000002
BIHAR,Jamui,325909.0,1760405.0,60.8,7.8,7.5114,0.9,1.8296999999999999,30851.0,30851.0,2468.08,4565.948
BIHAR,Jamui,325909.0,1760405.0,47.1,8.3,7.901600000000001,2.8,3.1415999999999995,30851.0,30851.0,2622.335,15086.139
BIHAR,Jehanabad,186660.0,1125313.0,56.9,8.4,7.828800000000001,1.2,1.4912,28132.0,28132.0,2560.0119999999997,6273.436
BIHAR,Jehanabad,186660.0,1125313.0,54.6,8.2,7.6588,1.7,1.4944000000000002,28132.0,28132.0,2475.616,7820.696
BIHAR,Jehanabad,186660.0,1125313.0,37.4,6.6,6.27,5.3,1.805,28132.0,28132.0,1941.1080000000002,19045.364
BIHAR,Arwal,134334.0,700843.0,56.6,7.0,6.426,1.0,1.4687999999999999,9960.0,9960.0,776.88,2241.0
BIHAR,Arwal,134334.0,700843.0,56.0,6.9,6.341100000000001,1.0,1.4704000000000002,9960.0,9960.0,766.92,2360.52
BIHAR,Arwal,134334.0,700843.0,48.6,5.8,5.394,1.6,1.395,9960.0,9960.0,607.56,3884.4
SIKKIM,North  District,11543.0,43709.0,44.1,3.5,3.36,5.9,4.704000000000001,2066.0,2066.0,76.44200000000001,1549.5
SIKKIM,North  District,11543.0,43709.0,41.5,3.3,3.1581,6.6,4.306500000000001,2066.0,2066.0,72.31,1599.0840000000003
SIKKIM,North  District,11543.0,43709.0,19.1,1.8,1.6865999999999999,12.2,1.5929,2066.0,2066.0,37.188,2010.2179999999998
SIKKIM,West District,32091.0,136435.0,50.7,7.8,7.566,3.0,3.2009999999999996,1886.0,1886.0,148.99400000000003,1586.1259999999997
SIKKIM,West District,32091.0,136435.0,49.2,7.7,7.4536,3.0,3.0976,1886.0,1886.0,147.108,1589.898
SIKKIM,West District,32091.0,136435.0,13.8,6.2,5.697800000000001,1.9,1.4704000000000002,1886.0,1886.0,124.47599999999998,1684.1979999999999
SIKKIM,South District,31135.0,146850.0,44.6,5.9,5.7643,1.9,3.1264000000000003,8163.0,8163.0,481.617,6930.387000000001
SIKKIM,South District,31135.0,146850.0,39.9,5.1,4.977599999999999,3.2,2.7327999999999997,8163.0,8163.0,416.31299999999993,7093.647000000001
SIKKIM,South District,31135.0,146850.0,14.8,0.9,0.8712000000000001,10.2,0.968,8163.0,8163.0,73.467,7991.577000000001
SIKKIM,East District,40626.0,283583.0,40.8,7.4,7.1854,3.3,4.952099999999999,41512.0,41512.0,3113.4,35617.296
SIKKIM,East District,40626.0,283583.0,29.8,4.7,4.5261000000000005,20.8,3.4668,41512.0,41512.0,1992.576,37402.312
SIKKIM,East District,40626.0,283583.0,17.5,1.7,1.6200999999999999,40.3,1.906,41512.0,41512.0,705.704,39394.888000000006
ARUNACHAL PRADESH,Tawang,10730.0,49977.0,45.8,4.1,3.977,0.6,20.078999999999997,2452.0,2452.0,100.53199999999998,1701.688
ARUNACHAL PRADESH,Tawang,10730.0,49977.0,42.2,3.5,3.3740000000000006,1.4,17.352,2452.0,2452.0,85.82,1816.9319999999998
ARUNACHAL PRADESH,Tawang,10730.0,49977.0,24.4,0.6,0.5598,5.1,4.198499999999999,2452.0,2452.0,14.712,2390.7
ARUNACHAL PRADESH,West Kameng,17889.0,83947.0,46.7,2.4,2.3016,5.7,6.137600000000001,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,West Kameng,17889.0,83947.0,45.2,2.5,2.395,5.9,6.1312,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,West Kameng,17889.0,83947.0,40.3,2.9,2.7607999999999997,6.4,6.0928,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,East Kameng,14503.0,78690.0,57.1,2.5,2.45,2.2,5.292000000000001,5215.0,5215.0,135.59,1147.3
ARUNACHAL PRADESH,East Kameng,14503.0,78690.0,54.5,2.5,2.45,7.3,5.292000000000001,5215.0,5215.0,130.375,1679.2300000000002
ARUNACHAL PRADESH,East Kameng,14503.0,78690.0,46.5,2.4,2.3496,23.2,5.4824,5215.0,5215.0,130.375,3337.6
ARUNACHAL PRADESH,Papum Pare,20308.0,176573.0,43.2,3.9,3.7596000000000003,8.4,7.4228000000000005,30180.0,30180.0,1207.2,16538.64
ARUNACHAL PRADESH,Papum Pare,20308.0,176573.0,35.5,3.6,3.4848000000000003,17.3,6.291999999999999,30180.0,30180.0,1116.66,23178.24
ARUNACHAL PRADESH,Papum Pare,20308.0,176573.0,30.4,3.5,3.395,23.4,5.529,30180.0,30180.0,1056.3,27675.06
ARUNACHAL PRADESH,Upper Subansiri,14542.0,83448.0,62.3,2.5,2.4775,2.5,10.009099999999998,4672.0,4672.0,116.8,1607.168
ARUNACHAL PRADESH,Upper Subansiri,14542.0,83448.0,58.1,2.3,2.2701,3.2,9.4752,4672.0,4672.0,107.45599999999999,1999.6159999999998
ARUNACHAL PRADESH,Upper Subansiri,14542.0,83448.0,36.9,1.2,1.164,6.8,6.887,4672.0,4672.0,56.06399999999999,3975.8719999999994
ARUNACHAL PRADESH,West Siang,22272.0,112274.0,40.6,0.8,0.7848,3.2,20.601,8503.0,8503.0,68.024,6045.632999999999
ARUNACHAL PRADESH,West Siang,22272.0,112274.0,37.6,1.1,1.0703,5.1,16.541,8503.0,8503.0,93.53300000000002,6564.316
ARUNACHAL PRADESH,West Siang,22272.0,112274.0,28.4,2.1,1.9929000000000001,10.7,4.4603,8503.0,8503.0,178.563,8128.8679999999995
ARUNACHAL PRADESH,East Siang,19497.0,99214.0,26.7,1.5,1.452,6.1,14.9072,9524.0,9524.0,142.86,4514.376
ARUNACHAL PRADESH,East Siang,19497.0,99214.0,35.5,2.4,2.316,8.1,13.896,9524.0,9524.0,228.576,5857.26
ARUNACHAL PRADESH,East Siang,19497.0,99214.0,53.8,4.3,4.1151,12.2,11.6754,9524.0,9524.0,409.532,8638.268
ARUNACHAL PRADESH,Upper Siang,8569.0,35320.0,28.8,0.4,0.39480000000000004,2.2,9.4752,2182.0,2182.0,8.728000000000002,1228.466
ARUNACHAL PRADESH,Upper Siang,8569.0,35320.0,32.3,0.5,0.489,5.7,7.921799999999999,2182.0,2182.0,13.092,1339.7479999999998
ARUNACHAL PRADESH,Upper Siang,8569.0,35320.0,45.0,1.0,0.945,18.4,2.4570000000000003,2182.0,2182.0,24.002000000000002,1749.964
ARUNACHAL PRADESH,Changlang,33422.0,148226.0,48.8,1.7,1.6676999999999997,2.0,10.8891,6498.0,6498.0,110.46600000000001,4243.1939999999995
ARUNACHAL PRADESH,Changlang,33422.0,148226.0,47.1,1.5,1.4655,2.3,11.1378,6498.0,6498.0,103.96800000000002,4483.62
ARUNACHAL PRADESH,Changlang,33422.0,148226.0,36.7,0.8,0.7584000000000001,4.6,12.6084,6498.0,6498.0,51.98400000000001,5932.674
ARUNACHAL PRADESH,Tirap,18420.0,111975.0,43.1,1.0,0.995,1.8,12.238500000000002,6500.0,6500.0,65.0,5564.0
